x0b,x0w,x1b,x1w,x2b,x2w,x3b,x3w,x4b,x4w,x5b,x5w,x6b,x6w,x7b,x7w,x8b,x8w,x9b,x9w,x10b,x10w,x11b,x11w,x12b,x12w,x13b,x13w,x14b,x14w,x15b,x15w,x16b,x16w
0.63,-0.63,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-6.51,6.51,-20.0,20.0,-3.25,3.25,-8.29,8.29,-2.13,2.13,-2.98,2.98,6.49,-6.49,-1.74,1.74,5.66,-5.66,-11.02,11.02,5.19,-5.19,7.17,-7.17
0.63,-0.63,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.71,-14.71,-6.51,6.51,-20.0,20.0,-3.25,3.25,-8.29,8.29,-2.13,2.13,-2.98,2.98,6.49,-6.49,-1.74,1.74,5.66,-5.66,-11.02,11.02,5.19,-5.19,7.17,-7.17
0.63,-0.63,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.49,-14.49,-6.51,6.51,-20.0,20.0,-3.25,3.25,-8.29,8.29,-13.43,13.43,-2.98,2.98,6.49,-6.49,-1.74,1.74,5.66,-5.66,-11.02,11.02,5.19,-5.19,7.17,-7.17
0.63,-0.63,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.49,-14.49,-6.51,6.51,-20.0,20.0,-3.25,3.25,-8.29,8.29,-13.43,13.43,-2.98,2.98,6.49,-6.49,-1.74,1.74,5.66,-5.66,-11.02,11.02,5.19,-5.19,7.17,-7.17
0.63,-0.63,-1.77,1.77,-0.97,0.97,-0.11,0.11,14.64,-14.64,-6.51,6.51,-20.0,20.0,-3.25,3.25,-8.06,8.06,-13.43,13.43,-2.98,2.98,6.49,-6.49,-1.74,1.74,5.66,-5.66,-11.02,11.02,5.19,-5.19,7.17,-7.17
0.63,-0.63,-1.77,1.77,-0.97,0.97,-0.75,0.75,14.64,-14.64,-6.51,6.51,-20.0,20.0,-3.25,3.25,-8.06,8.06,-13.43,13.43,-2.98,2.98,6.49,-6.49,-1.74,1.74,5.66,-5.66,-11.02,11.02,5.19,-5.19,7.17,-7.17
0.63,-0.63,-1.77,1.77,-0.97,0.97,-0.75,0.75,14.41,-14.41,-6.51,6.51,-20.0,20.0,-3.25,3.25,-8.06,8.06,-13.43,13.43,-2.98,2.98,6.49,-6.49,-1.74,1.74,5.66,-5.66,-11.02,11.02,5.19,-5.19,7.17,-7.17
0.63,-0.63,-1.77,1.77,-1.31,1.31,-0.75,0.75,14.41,-14.41,-6.51,6.51,-20.0,20.0,-3.25,3.25,-8.06,8.06,-13.43,13.43,-2.98,2.98,6.49,-6.49,-1.74,1.74,5.66,-5.66,-11.02,11.02,5.19,-5.19,7.17,-7.17
0.63,-0.63,-1.77,1.77,-1.31,1.31,-0.75,0.75,14.41,-14.41,-6.51,6.51,-20.0,20.0,-2.55,2.55,-8.06,8.06,-13.43,13.43,-2.72,2.72,6.49,-6.49,-1.74,1.74,5.66,-5.66,-11.02,11.02,5.19,-5.19,7.17,-7.17
0.63,-0.63,-1.77,1.77,-1.31,1.31,-0.75,0.75,14.41,-14.41,-6.51,6.51,-13.08,13.08,-2.55,2.55,-8.06,8.06,-13.43,13.43,-2.72,2.72,6.49,-6.49,-1.74,1.74,5.66,-5.66,-11.02,11.02,5.19,-5.19,7.17,-7.17
0.63,-0.63,-1.77,1.77,-1.31,1.31,-0.75,0.75,14.41,-14.41,-6.51,6.51,-13.08,13.08,-2.55,2.55,-8.06,8.06,-13.43,13.43,-2.72,2.72,6.49,-6.49,-1.74,1.74,5.66,-5.66,-11.02,11.02,5.19,-5.19,7.17,-7.17
0.63,-0.63,-1.77,1.77,-1.31,1.31,-0.75,0.75,19.9,-19.9,-6.51,6.51,-13.08,13.08,-2.55,2.55,-8.06,8.06,-13.43,13.43,-2.72,2.72,6.49,-6.49,-1.74,1.74,5.66,-5.66,-11.02,11.02,5.19,-5.19,7.17,-7.17
0.63,-0.63,-1.77,1.77,-1.31,1.31,-0.75,0.75,19.9,-19.9,-6.51,6.51,-12.86,12.86,-5.17,5.17,-8.66,8.66,-13.43,13.43,-2.72,2.72,6.49,-6.49,-1.74,1.74,5.66,-5.66,-11.02,11.02,5.19,-5.19,7.17,-7.17
0.63,-0.63,-1.77,1.77,-1.63,1.63,-0.75,0.75,19.9,-19.9,-6.51,6.51,-12.86,12.86,-5.17,5.17,-8.66,8.66,-13.43,13.43,-2.72,2.72,6.49,-6.49,-1.74,1.74,5.66,-5.66,-11.04,11.04,5.19,-5.19,7.17,-7.17
0.63,-0.63,-1.77,1.77,-1.63,1.63,-0.75,0.75,19.9,-19.9,-6.51,6.51,-20.0,20.0,-5.17,5.17,-8.66,8.66,-13.43,13.43,-2.72,2.72,6.49,-6.49,-1.74,1.74,7.06,-7.06,-11.04,11.04,5.19,-5.19,7.17,-7.17
0.63,-0.63,-1.77,1.77,-1.63,1.63,-0.75,0.75,19.9,-19.9,-6.51,6.51,-20.0,20.0,-5.17,5.17,-8.66,8.66,-6.44,6.44,-2.72,2.72,7.41,-7.41,-1.74,1.74,7.06,-7.06,-11.04,11.04,5.19,-5.19,7.17,-7.17
0.63,-0.63,-1.77,1.77,-1.63,1.63,-0.75,0.75,19.9,-19.9,-6.51,6.51,-20.0,20.0,-5.17,5.17,-8.66,8.66,-6.44,6.44,-2.72,2.72,7.41,-7.41,-1.74,1.74,7.06,-7.06,-11.04,11.04,5.19,-5.19,7.17,-7.17
0.63,-0.63,-1.77,1.77,-1.63,1.63,-0.75,0.75,19.9,-19.9,-6.51,6.51,-20.0,20.0,-5.17,5.17,-8.66,8.66,-7.3,7.3,-2.72,2.72,7.41,-7.41,-1.74,1.74,7.06,-7.06,-11.04,11.04,5.19,-5.19,7.17,-7.17
0.63,-0.63,-1.77,1.77,-1.63,1.63,-0.75,0.75,-20.0,20.0,-6.51,6.51,-12.44,12.44,-5.17,5.17,-8.66,8.66,-7.3,7.3,-2.72,2.72,7.41,-7.41,-1.74,1.74,7.06,-7.06,-11.04,11.04,5.19,-5.19,7.17,-7.17
0.63,-0.63,-1.77,1.77,-1.63,1.63,-0.75,0.75,-20.0,20.0,-6.51,6.51,-12.44,12.44,-5.17,5.17,-8.66,8.66,-7.3,7.3,-2.72,2.72,7.41,-7.41,-1.74,1.74,7.06,-7.06,-11.04,11.04,5.19,-5.19,7.17,-7.17
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.75,0.75,-20.0,20.0,-6.51,6.51,-12.44,12.44,-3.42,3.42,-8.66,8.66,-7.3,7.3,-2.72,2.72,7.07,-7.07,-1.74,1.74,7.06,-7.06,-11.04,11.04,5.19,-5.19,6.54,-6.54
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.75,0.75,-20.0,20.0,-6.51,6.51,-12.44,12.44,-3.42,3.42,-8.66,8.66,-7.3,7.3,-2.72,2.72,7.07,-7.07,-1.74,1.74,7.06,-7.06,-9.1,9.1,5.19,-5.19,6.54,-6.54
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.75,0.75,-20.0,20.0,-6.51,6.51,-12.44,12.44,-3.42,3.42,-8.66,8.66,-7.3,7.3,-2.72,2.72,7.07,-7.07,-1.74,1.74,7.06,-7.06,-9.1,9.1,5.19,-5.19,6.54,-6.54
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.75,0.75,-20.0,20.0,-6.51,6.51,-20.0,20.0,-3.42,3.42,-8.66,8.66,-7.3,7.3,-2.72,2.72,7.07,-7.07,-1.74,1.74,7.06,-7.06,-9.1,9.1,5.19,-5.19,6.54,-6.54
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.75,0.75,-20.0,20.0,-6.51,6.51,-20.0,20.0,-3.42,3.42,-8.66,8.66,-7.44,7.44,-2.72,2.72,7.07,-7.07,-1.74,1.74,7.06,-7.06,-9.1,9.1,5.19,-5.19,6.54,-6.54
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.75,0.75,-20.0,20.0,-6.51,6.51,-20.0,20.0,-3.42,3.42,-8.66,8.66,-7.53,7.53,-2.72,2.72,7.07,-7.07,-1.74,1.74,7.0,-7.0,-9.1,9.1,5.19,-5.19,6.54,-6.54
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.75,0.75,-20.0,20.0,-6.51,6.51,-20.0,20.0,-3.42,3.42,-8.66,8.66,-7.53,7.53,-2.72,2.72,7.07,-7.07,-1.74,1.74,7.0,-7.0,-9.1,9.1,5.19,-5.19,7.87,-7.87
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.75,0.75,-20.0,20.0,-6.51,6.51,-20.0,20.0,-3.42,3.42,-8.66,8.66,-7.31,7.31,-2.72,2.72,7.07,-7.07,-1.74,1.74,7.0,-7.0,-9.1,9.1,5.19,-5.19,7.87,-7.87
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.75,0.75,-20.0,20.0,-6.51,6.51,-20.0,20.0,-3.42,3.42,-8.66,8.66,-7.31,7.31,-2.72,2.72,7.07,-7.07,-1.74,1.74,7.0,-7.0,-9.1,9.1,5.19,-5.19,7.87,-7.87
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.75,0.75,-20.0,20.0,-6.51,6.51,-20.0,20.0,-5.16,5.16,-8.66,8.66,-7.31,7.31,-2.72,2.72,7.07,-7.07,-1.74,1.74,7.0,-7.0,-9.1,9.1,5.19,-5.19,7.87,-7.87
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.75,0.75,-20.0,20.0,-9.51,9.51,-20.0,20.0,-5.16,5.16,-8.66,8.66,-7.31,7.31,-2.72,2.72,7.07,-7.07,-1.74,1.74,7.0,-7.0,-9.1,9.1,5.19,-5.19,7.87,-7.87
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.75,0.75,-20.0,20.0,-9.51,9.51,-20.0,20.0,-5.16,5.16,-8.66,8.66,-7.31,7.31,-2.72,2.72,7.07,-7.07,-1.07,1.07,7.0,-7.0,-9.1,9.1,5.19,-5.19,7.87,-7.87
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.75,0.75,19.68,-19.68,-9.51,9.51,-20.0,20.0,-5.16,5.16,-8.66,8.66,-7.31,7.31,-2.72,2.72,7.07,-7.07,-1.07,1.07,7.0,-7.0,-9.1,9.1,5.19,-5.19,7.87,-7.87
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.29,0.29,19.68,-19.68,-9.51,9.51,-20.0,20.0,-5.16,5.16,-8.66,8.66,-8.57,8.57,-2.72,2.72,7.05,-7.05,-1.07,1.07,7.0,-7.0,-9.1,9.1,5.19,-5.19,7.87,-7.87
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.29,0.29,19.68,-19.68,-9.51,9.51,-20.0,20.0,-5.31,5.31,-8.66,8.66,-8.57,8.57,-2.72,2.72,7.05,-7.05,-1.07,1.07,7.0,-7.0,-9.1,9.1,5.19,-5.19,7.87,-7.87
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.29,0.29,-20.0,20.0,-9.51,9.51,-20.0,20.0,-5.31,5.31,-8.66,8.66,-8.57,8.57,-2.72,2.72,7.05,-7.05,-1.07,1.07,7.0,-7.0,-9.1,9.1,5.19,-5.19,7.87,-7.87
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.29,0.29,-20.0,20.0,-9.32,9.32,-20.0,20.0,-5.31,5.31,-8.66,8.66,-8.49,8.49,-2.72,2.72,7.05,-7.05,-1.07,1.07,7.0,-7.0,-9.1,9.1,5.19,-5.19,7.87,-7.87
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.29,0.29,-20.0,20.0,-9.32,9.32,-20.0,20.0,-6.79,6.79,-8.66,8.66,-8.96,8.96,-2.72,2.72,7.05,-7.05,-1.07,1.07,7.0,-7.0,-9.1,9.1,5.19,-5.19,7.87,-7.87
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.29,0.29,-20.0,20.0,-9.32,9.32,-20.0,20.0,-6.4,6.4,-8.66,8.66,-9.05,9.05,-2.52,2.52,7.05,-7.05,-1.07,1.07,7.0,-7.0,-9.1,9.1,5.19,-5.19,7.87,-7.87
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.29,0.29,-20.0,20.0,-9.32,9.32,-20.0,20.0,-6.4,6.4,-8.66,8.66,-9.01,9.01,-2.52,2.52,7.05,-7.05,-1.07,1.07,7.0,-7.0,-9.1,9.1,5.19,-5.19,7.87,-7.87
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.29,0.29,-20.0,20.0,-9.32,9.32,-20.0,20.0,-6.4,6.4,-7.95,7.95,-8.82,8.82,-2.52,2.52,7.05,-7.05,-1.07,1.07,7.0,-7.0,-9.1,9.1,5.19,-5.19,7.87,-7.87
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.29,0.29,-20.0,20.0,-9.32,9.32,-20.0,20.0,-6.4,6.4,-7.95,7.95,-8.82,8.82,-2.52,2.52,7.05,-7.05,-1.35,1.35,7.0,-7.0,-11.04,11.04,5.19,-5.19,7.87,-7.87
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.29,0.29,-20.0,20.0,-9.32,9.32,-20.0,20.0,-6.4,6.4,-7.69,7.69,-8.82,8.82,-2.52,2.52,7.05,-7.05,-1.35,1.35,7.0,-7.0,-11.04,11.04,5.19,-5.19,7.87,-7.87
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.42,0.42,-20.0,20.0,-9.32,9.32,-20.0,20.0,-6.4,6.4,-7.69,7.69,-9.75,9.75,-2.52,2.52,7.05,-7.05,-1.35,1.35,7.0,-7.0,-11.04,11.04,5.19,-5.19,7.87,-7.87
0.63,-0.63,-1.81,1.81,-1.56,1.56,-0.42,0.42,-20.0,20.0,-9.32,9.32,-12.5,12.5,-6.4,6.4,-7.69,7.69,-9.75,9.75,-2.52,2.52,7.05,-7.05,-1.35,1.35,7.0,-7.0,-11.04,11.04,5.19,-5.19,7.87,-7.87
-4.01,4.01,-1.81,1.81,-1.56,1.56,-0.42,0.42,-20.0,20.0,-9.32,9.32,-12.5,12.5,-6.4,6.4,-7.69,7.69,-9.75,9.75,-2.52,2.52,7.05,-7.05,-1.35,1.35,7.0,-7.0,-11.04,11.04,5.19,-5.19,7.87,-7.87
-4.01,4.01,-1.81,1.81,-1.56,1.56,-0.49,0.49,-20.0,20.0,-9.32,9.32,-12.5,12.5,-6.4,6.4,-7.69,7.69,-10.05,10.05,-2.52,2.52,7.05,-7.05,-1.35,1.35,7.0,-7.0,-11.04,11.04,5.19,-5.19,7.87,-7.87
-4.01,4.01,-1.81,1.81,-1.56,1.56,-0.49,0.49,-20.0,20.0,-9.32,9.32,-12.5,12.5,-6.12,6.12,-7.69,7.69,-10.05,10.05,-2.52,2.52,7.05,-7.05,-1.35,1.35,7.0,-7.0,-11.04,11.04,5.19,-5.19,7.87,-7.87
-4.01,4.01,-1.81,1.81,-1.56,1.56,-0.49,0.49,-20.0,20.0,-9.32,9.32,-12.5,12.5,-6.12,6.12,-7.69,7.69,-10.05,10.05,-2.66,2.66,7.05,-7.05,-1.35,1.35,7.0,-7.0,-11.04,11.04,5.19,-5.19,7.87,-7.87
-4.01,4.01,-1.81,1.81,-1.56,1.56,-0.49,0.49,-20.0,20.0,-9.32,9.32,-20.0,20.0,-6.79,6.79,-7.69,7.69,-10.05,10.05,-2.66,2.66,7.05,-7.05,-1.35,1.35,7.0,-7.0,-11.04,11.04,5.19,-5.19,7.87,-7.87
-4.01,4.01,-1.81,1.81,-1.56,1.56,-0.49,0.49,-20.0,20.0,-9.32,9.32,-20.0,20.0,-6.79,6.79,-7.69,7.69,-10.05,10.05,-2.66,2.66,7.05,-7.05,-1.35,1.35,7.0,-7.0,-11.04,11.04,1.32,-1.32,7.87,-7.87
-4.01,4.01,-1.81,1.81,-1.56,1.56,-0.49,0.49,-20.0,20.0,-9.32,9.32,-20.0,20.0,-6.79,6.79,-7.69,7.69,-10.05,10.05,-2.66,2.66,7.05,-7.05,-1.35,1.35,7.38,-7.38,-11.04,11.04,1.32,-1.32,7.87,-7.87
-4.01,4.01,-1.81,1.81,-1.56,1.56,-0.49,0.49,-20.0,20.0,-9.32,9.32,-20.0,20.0,-6.79,6.79,-7.69,7.69,-10.05,10.05,-2.66,2.66,7.05,-7.05,-1.35,1.35,7.38,-7.38,-11.04,11.04,1.32,-1.32,7.87,-7.87
-4.01,4.01,-1.81,1.81,-1.56,1.56,-0.49,0.49,-20.0,20.0,-9.32,9.32,-20.0,20.0,-6.79,6.79,-7.69,7.69,-10.05,10.05,-2.66,2.66,7.05,-7.05,-1.35,1.35,7.02,-7.02,-11.04,11.04,1.32,-1.32,7.87,-7.87
-4.34,4.34,-1.81,1.81,-1.56,1.56,-0.49,0.49,-20.0,20.0,-9.32,9.32,-14.12,14.12,-6.79,6.79,-7.69,7.69,-10.05,10.05,-2.66,2.66,7.05,-7.05,-1.35,1.35,7.02,-7.02,-11.04,11.04,1.32,-1.32,7.87,-7.87
-4.34,4.34,-1.81,1.81,-1.56,1.56,-0.49,0.49,-20.0,20.0,-9.32,9.32,-14.12,14.12,-6.79,6.79,-7.69,7.69,-10.88,10.88,-3.0,3.0,7.05,-7.05,-1.35,1.35,7.02,-7.02,-11.04,11.04,1.32,-1.32,7.87,-7.87
-4.34,4.34,-1.81,1.81,-1.56,1.56,-0.49,0.49,-20.0,20.0,-9.32,9.32,-14.12,14.12,-6.79,6.79,-7.69,7.69,-10.88,10.88,-3.0,3.0,7.05,-7.05,-1.35,1.35,7.02,-7.02,-11.04,11.04,1.32,-1.32,7.98,-7.98
-4.34,4.34,-1.81,1.81,-1.56,1.56,-0.49,0.49,-20.0,20.0,-9.32,9.32,-14.12,14.12,-6.75,6.75,-7.69,7.69,-10.88,10.88,-3.0,3.0,7.05,-7.05,-1.35,1.35,7.02,-7.02,-11.04,11.04,1.32,-1.32,7.98,-7.98
-4.34,4.34,-1.81,1.81,-1.56,1.56,-0.49,0.49,-20.0,20.0,-9.32,9.32,-14.12,14.12,-6.75,6.75,-7.69,7.69,-10.88,10.88,-3.0,3.0,7.05,-7.05,-1.35,1.35,7.02,-7.02,-11.04,11.04,1.32,-1.32,7.98,-7.98
-4.34,4.34,-1.81,1.81,-1.56,1.56,-0.49,0.49,-20.0,20.0,-9.32,9.32,-14.12,14.12,-6.75,6.75,-7.69,7.69,-10.88,10.88,-3.0,3.0,7.05,-7.05,-1.35,1.35,8.21,-8.21,-11.04,11.04,1.32,-1.32,10.44,-10.44
-4.34,4.34,-1.81,1.81,-1.56,1.56,-0.49,0.49,20.0,-20.0,-9.32,9.32,-14.12,14.12,-6.75,6.75,-7.69,7.69,-10.81,10.81,-3.0,3.0,7.05,-7.05,-1.35,1.35,8.21,-8.21,-11.04,11.04,1.32,-1.32,10.44,-10.44
-4.34,4.34,-1.81,1.81,-1.56,1.56,-0.49,0.49,20.0,-20.0,-9.32,9.32,-14.12,14.12,-7.12,7.12,-7.69,7.69,-10.81,10.81,-3.0,3.0,7.05,-7.05,-1.35,1.35,8.21,-8.21,-11.04,11.04,1.32,-1.32,10.44,-10.44
-4.34,4.34,-1.81,1.81,-1.56,1.56,-0.49,0.49,20.0,-20.0,-9.32,9.32,-14.12,14.12,-7.12,7.12,-7.69,7.69,-10.26,10.26,-3.0,3.0,7.05,-7.05,-1.35,1.35,8.21,-8.21,-11.04,11.04,1.32,-1.32,10.44,-10.44
-4.34,4.34,-1.81,1.81,-1.56,1.56,-0.11,0.11,20.0,-20.0,-9.32,9.32,-14.12,14.12,-7.12,7.12,-7.69,7.69,-10.26,10.26,-3.0,3.0,7.05,-7.05,-1.35,1.35,8.21,-8.21,-11.04,11.04,1.32,-1.32,10.44,-10.44
-4.34,4.34,-1.81,1.81,-1.56,1.56,-0.11,0.11,20.0,-20.0,-9.32,9.32,-20.0,20.0,-7.12,7.12,-7.69,7.69,-10.26,10.26,-3.0,3.0,7.05,-7.05,-0.38,0.38,8.21,-8.21,-11.04,11.04,1.32,-1.32,10.44,-10.44
-4.34,4.34,-1.81,1.81,-1.56,1.56,-0.11,0.11,20.0,-20.0,-9.32,9.32,-20.0,20.0,-6.34,6.34,-7.69,7.69,-10.26,10.26,-3.0,3.0,7.05,-7.05,-0.38,0.38,8.21,-8.21,-11.04,11.04,1.32,-1.32,10.44,-10.44
-4.34,4.34,-1.81,1.81,-1.56,1.56,-0.11,0.11,20.0,-20.0,-9.32,9.32,-20.0,20.0,-6.34,6.34,-7.69,7.69,-10.26,10.26,-3.0,3.0,7.05,-7.05,-0.38,0.38,8.21,-8.21,-11.04,11.04,1.32,-1.32,10.44,-10.44
-4.34,4.34,-1.81,1.81,-1.56,1.56,-0.11,0.11,20.0,-20.0,-9.32,9.32,-20.0,20.0,-6.34,6.34,-7.69,7.69,-10.26,10.26,-3.0,3.0,7.05,-7.05,-0.38,0.38,8.21,-8.21,-11.04,11.04,1.32,-1.32,10.44,-10.44
-4.34,4.34,-1.81,1.81,-1.56,1.56,-0.11,0.11,20.0,-20.0,-9.32,9.32,-20.0,20.0,-6.34,6.34,-7.69,7.69,-10.26,10.26,-3.0,3.0,7.05,-7.05,-0.38,0.38,8.21,-8.21,-11.04,11.04,1.32,-1.32,10.44,-10.44
-4.34,4.34,-1.81,1.81,-1.56,1.56,1.1,-1.1,20.0,-20.0,-9.32,9.32,-20.0,20.0,-7.03,7.03,-7.69,7.69,-10.26,10.26,-3.0,3.0,7.05,-7.05,-0.38,0.38,8.21,-8.21,-11.04,11.04,1.32,-1.32,10.44,-10.44
-4.34,4.34,-1.81,1.81,-1.56,1.56,1.1,-1.1,20.0,-20.0,-9.32,9.32,-20.0,20.0,-7.03,7.03,-7.69,7.69,-10.26,10.26,-3.0,3.0,7.05,-7.05,-0.38,0.38,8.21,-8.21,-11.04,11.04,1.32,-1.32,10.44,-10.44
-4.34,4.34,-1.81,1.81,-1.56,1.56,1.1,-1.1,20.0,-20.0,-9.32,9.32,-20.0,20.0,-6.67,6.67,-7.69,7.69,-10.26,10.26,-3.0,3.0,7.05,-7.05,-0.38,0.38,8.21,-8.21,-11.04,11.04,1.32,-1.32,10.44,-10.44
-4.34,4.34,-1.81,1.81,-1.56,1.56,1.1,-1.1,20.0,-20.0,-9.32,9.32,-20.0,20.0,-6.67,6.67,-7.06,7.06,-10.26,10.26,-3.0,3.0,7.05,-7.05,-0.38,0.38,8.21,-8.21,-11.04,11.04,1.32,-1.32,10.8,-10.8
-4.34,4.34,-1.81,1.81,-1.56,1.56,1.1,-1.1,20.0,-20.0,-9.32,9.32,-20.0,20.0,-6.67,6.67,-7.06,7.06,-10.38,10.38,-3.0,3.0,7.05,-7.05,-0.38,0.38,8.21,-8.21,-11.04,11.04,1.32,-1.32,10.8,-10.8
-4.34,4.34,-1.88,1.88,-1.56,1.56,1.1,-1.1,20.0,-20.0,-9.32,9.32,-20.0,20.0,-6.67,6.67,-6.91,6.91,-10.38,10.38,-3.0,3.0,7.05,-7.05,-0.38,0.38,8.39,-8.39,-11.04,11.04,1.32,-1.32,10.8,-10.8
-4.34,4.34,-1.88,1.88,-1.56,1.56,1.1,-1.1,20.0,-20.0,-9.32,9.32,-20.0,20.0,-6.67,6.67,-6.91,6.91,-10.38,10.38,-3.0,3.0,7.26,-7.26,-0.38,0.38,8.39,-8.39,-11.04,11.04,1.32,-1.32,10.8,-10.8
-4.34,4.34,-1.93,1.93,-1.56,1.56,1.1,-1.1,20.0,-20.0,-9.32,9.32,-20.0,20.0,-6.67,6.67,-6.91,6.91,-10.38,10.38,-3.0,3.0,7.26,-7.26,-0.38,0.38,8.39,-8.39,-11.04,11.04,1.32,-1.32,10.8,-10.8
-4.34,4.34,-1.72,1.72,-1.56,1.56,1.1,-1.1,20.0,-20.0,-9.32,9.32,-20.0,20.0,-7.1,7.1,-6.91,6.91,-10.38,10.38,-3.87,3.87,7.26,-7.26,-0.38,0.38,8.39,-8.39,-11.04,11.04,1.32,-1.32,10.8,-10.8
-4.34,4.34,-1.72,1.72,-1.56,1.56,0.5,-0.5,20.0,-20.0,-9.32,9.32,-20.0,20.0,-7.1,7.1,-6.91,6.91,-10.59,10.59,-3.87,3.87,7.26,-7.26,-0.38,0.38,8.39,-8.39,-11.04,11.04,4.21,-4.21,15.94,-15.94
-4.34,4.34,-1.72,1.72,-1.56,1.56,0.5,-0.5,20.0,-20.0,-9.32,9.32,-20.0,20.0,-7.1,7.1,-6.91,6.91,-10.59,10.59,-3.87,3.87,7.26,-7.26,-0.38,0.38,8.52,-8.52,-11.04,11.04,4.21,-4.21,15.94,-15.94
-4.34,4.34,-1.72,1.72,-1.56,1.56,0.5,-0.5,20.0,-20.0,-9.32,9.32,-20.0,20.0,-7.1,7.1,-6.91,6.91,-10.59,10.59,-3.87,3.87,7.26,-7.26,-0.38,0.38,8.27,-8.27,-11.04,11.04,4.21,-4.21,15.94,-15.94
-4.34,4.34,-1.72,1.72,-1.56,1.56,0.5,-0.5,20.0,-20.0,-9.32,9.32,-20.0,20.0,-7.1,7.1,-6.91,6.91,-10.59,10.59,-3.87,3.87,7.26,-7.26,-0.38,0.38,8.27,-8.27,-11.04,11.04,4.21,-4.21,15.94,-15.94
-4.34,4.34,-1.72,1.72,-1.56,1.56,0.5,-0.5,20.0,-20.0,-9.32,9.32,-20.0,20.0,-7.1,7.1,-6.91,6.91,-10.59,10.59,-3.87,3.87,7.26,-7.26,-0.38,0.38,8.27,-8.27,-11.04,11.04,4.21,-4.21,10.23,-10.23
-5.76,5.76,-1.72,1.72,-1.56,1.56,0.5,-0.5,20.0,-20.0,-9.32,9.32,-20.0,20.0,-7.1,7.1,-6.91,6.91,-10.59,10.59,-3.87,3.87,7.26,-7.26,-0.38,0.38,8.27,-8.27,-11.04,11.04,3.86,-3.86,10.23,-10.23
-5.76,5.76,-1.72,1.72,-1.56,1.56,0.5,-0.5,20.0,-20.0,-9.32,9.32,-20.0,20.0,-7.1,7.1,-6.91,6.91,-10.59,10.59,-3.87,3.87,7.26,-7.26,-0.38,0.38,8.27,-8.27,-11.04,11.04,3.86,-3.86,10.23,-10.23
-5.76,5.76,-1.72,1.72,-1.56,1.56,0.5,-0.5,20.0,-20.0,-9.32,9.32,-20.0,20.0,-7.1,7.1,-6.91,6.91,-11.15,11.15,-3.87,3.87,7.26,-7.26,-0.38,0.38,8.27,-8.27,-11.04,11.04,3.86,-3.86,10.23,-10.23
-5.76,5.76,-1.72,1.72,-1.56,1.56,0.5,-0.5,20.0,-20.0,-9.32,9.32,-20.0,20.0,-7.1,7.1,-6.91,6.91,-11.15,11.15,-3.87,3.87,7.26,-7.26,-0.38,0.38,8.27,-8.27,-11.04,11.04,3.86,-3.86,10.23,-10.23
-5.32,5.32,-1.72,1.72,-1.56,1.56,0.5,-0.5,20.0,-20.0,-9.83,9.83,-20.0,20.0,-7.1,7.1,-6.91,6.91,-11.15,11.15,-3.87,3.87,7.26,-7.26,-0.38,0.38,8.27,-8.27,-11.04,11.04,3.86,-3.86,10.23,-10.23
-5.32,5.32,-1.72,1.72,-1.56,1.56,0.5,-0.5,20.0,-20.0,-9.83,9.83,-20.0,20.0,-7.1,7.1,-6.34,6.34,-11.15,11.15,-3.87,3.87,7.26,-7.26,-0.38,0.38,8.27,-8.27,-11.04,11.04,3.86,-3.86,10.23,-10.23
-5.32,5.32,-1.72,1.72,-1.56,1.56,0.5,-0.5,20.0,-20.0,-9.83,9.83,-20.0,20.0,-7.1,7.1,-6.34,6.34,-11.15,11.15,-3.87,3.87,7.26,-7.26,-0.38,0.38,8.27,-8.27,-11.04,11.04,3.86,-3.86,10.23,-10.23
